IFIX - Carteira do Dia 13/03/2024
Código,Part. (%)
VGIR11,0.7818
CYCR11,0.1227
TRBL11,0.4966
HGPO11,0.4231
BARI11,0.3049
CVBI11,0.8199999999999998
KCRE11,0.2784
PLCR11,0.1464
RCRB11,0.466
HGLG11,4.4486
BTAL11,0.3376
BCIA11,0.3077
ALZR11,0.9084
RECR11,1.7769999999999997
PATL11,0.2717
TRXF11,1.3367
VILG11,1.0692
AIEC11,0.1895
KNSC11,0.9556
PORD11,0.2634
HSML11,1.4818
RBRP11,0.5672
RBRL11,0.4352
HSLG11,0.9825999999999999
BTRA11,0.1574
CACR11,0.3073
VCJR11,1.084
HTMX11,0.20379999999999998
RBRR11,1.0638
RBRF11,0.9011999999999999
HSAF11,0.1755
VGHF11,0.6869
RBRX11,0.1434
IRDM11,2.1469
BTLG11,3.3213
HGRU11,1.9518999999999997
RBFF11,0.1805
URPR11,0.807
XPIN11,0.4413
RBRY11,1.1016
CPTS11,2.0748
JSAF11,0.2776
XPML11,3.5182000000000007
VGIP11,0.8587000000000001
HGRE11,1.1968
XPSF11,0.2808
BTCI11,0.7866
TVRI11,1.3371
JSRE11,1.2192
RBVA11,1.2484
PVBI11,1.5067
WHGR11,0.19
OUJP11,0.2353
RZTR11,1.0723
KNCR11,4.5707
TEPP11,0.3094
MCCI11,1.2442
KFOF11,0.3576
AFHI11,0.3383
VIUR11,0.1518
BRCO11,1.4123
XPCI11,0.6104
KNHY11,2.1666
MALL11,0.8477
SADI11,0.108
GGRC11,0.8092999999999999
XPPR11,0.1456
BCFF11,1.422
HFOF11,1.3971
VRTA11,1.065
SNFF11,0.1898
HABT11,0.5779
BCRI11,0.3553
VSLH11,0.083
SNCI11,0.3289
LGCP11,0.24879999999999997
XPLG11,2.5749
KNRI11,3.1104
HCTR11,0.5034
BLMG11,0.1164
SARE11,0.3093
LVBI11,1.4898
KNIP11,6.0385
SPXS11,0.1504
GTWR11,0.8084000000000001
GARE11,0.8912
HGBS11,2.2934
RZAK11,0.6189
RECT11,0.2831
TORD11,0.05109999999999999
HGFF11,0.1982
ARRI11,0.1273
VINO11,0.47939999999999994
BROF11,0.5403
BRCR11,1.22
MXRF11,2.5683
DEVA11,0.4433
TGAR11,1.8876
KISU11,0.2866
RZAT11,0.2832
VCRI11,0.11899999999999998
HGCR11,1.2729
MFII11,0.3604
VISC11,2.5858
Total,100.0
