IFIX - Carteira do Dia 08/02/2024
Código,Part. (%)
VGIP11,0.8708
PORD11,0.2682
CVBI11,0.8064999999999999
VGIR11,0.7948000000000001
PVBI11,1.5325
CYCR11,0.1245
RBRL11,0.4588
BCIA11,0.315
RBRF11,0.873
VGHF11,0.6955
VCRI11,0.11969999999999999
RBFF11,0.1805
DEVA11,0.48019999999999996
MCHF11,0.2376
BCFF11,1.4417
PATL11,0.2702
GGRC11,0.8103000000000001
VILG11,1.0756
OUJP11,0.2407
MXRF11,2.6476
VINO11,0.5017
GTWR11,0.8289
MFII11,0.3671
BARI11,0.3107
VISC11,2.6
MCCI11,1.2494
RBRP11,0.5455
HABT11,0.5791
PLCR11,0.1457
RBRR11,1.0679
BRCR11,1.2454
BCRI11,0.3673
TEPP11,0.3207
MALL11,0.8496999999999999
BROF11,0.5274
SNFF11,0.1908
SNCI11,0.3327
BTAL11,0.3459
TGAR11,1.8787000000000003
SARE11,0.3313
SADI11,0.1095
TORD11,0.056999999999999995
BTCI11,0.8023
RZTR11,1.1413
BRCO11,1.4725
RZAT11,0.2796
CPTS11,2.1286
RZAK11,0.6197
BTLG11,3.2564
RECT11,0.2908
TRXF11,1.3489
RECR11,1.7727
TVRI11,1.2711
BLMG11,0.1173
BTRA11,0.1451
RCRB11,0.47739999999999994
RBVA11,1.2775
CACR11,0.3087
URPR11,0.8228
RBRY11,0.7999
RBRX11,0.1405
VCJR11,1.0905
TRBL11,0.5021
VIUR11,0.1707
HGPO11,0.4015
LVBI11,1.3386
KNHY11,1.5421
KNCR11,4.6311
XPCI11,0.605
HGCR11,1.2598
KISU11,0.2949
KFOF11,0.3652
XPIN11,0.46140000000000003
AIEC11,0.20639999999999997
HGFF11,0.19940000000000002
KCRE11,0.2835
JSRE11,1.2398
XPLG11,2.532
JSAF11,0.2775
HGLG11,4.4002
XPML11,3.52
IRDM11,2.2242
HTMX11,0.183
AFHI11,0.3401
HSML11,1.4963
XPPR11,0.11790000000000002
HSLG11,0.9787
XPSF11,0.2883
HGRE11,1.2403
HSAF11,0.1753
HGRU11,1.9857
HGBS11,2.3057
ALZR11,0.9178999999999999
SPXS11,0.1498
KNSC11,0.9531
HFOF11,1.4159
WHGR11,0.1936
KNRI11,3.1021
ARRI11,0.0924
LGCP11,0.24989999999999998
KNIP11,6.0827
VSLH11,0.0929
HCTR11,0.6514
VRTA11,1.0694
Total,100.0
