IFIX - Carteira do Dia 09/09/2024
Código,Part. (%)
BCRI11,0.2976
BPFF11,0.2114
BLMG11,0.12290000000000001
BCIA11,0.2599
AIEC11,0.1791
BARI11,0.2523
ARRI11,0.1165
ALZR11,0.9075
AJFI11,0.1774
BPML11,0.463
BCFF11,1.1705
BRCO11,1.2528
DEVA11,0.3721
BROF11,0.3751
BTAL11,0.3212
BTCI11,0.6817
BTLG11,3.0585
BTRA11,0.105
CACR11,0.3515
CLIN11,0.2899
CPSH11,0.46449999999999997
CPTS11,1.8133999999999997
CVBI11,0.7171
CYCR11,0.11050000000000001
FATN11,0.2173
BRCR11,0.9091999999999999
KNRI11,2.9558
HSML11,1.3488
GTWR11,0.676
KNIP11,5.2695
GGRC11,0.7964000000000001
GZIT11,0.853
HABT11,0.49180000000000007
HCTR11,0.45659999999999995
HFOF11,1.0978
HGBS11,1.8576
HGCR11,1.094
HGFF11,0.163
HGLG11,3.7414000000000005
HGPO11,0.3638
HGRE11,0.9115
GARE11,0.7989000000000002
HGRU11,2.447
HSLG11,0.7497
HTMX11,0.1978
IRDM11,1.8139000000000003
JSAF11,0.5061
JSRE11,0.9047
KCRE11,0.2389
KFOF11,0.4095
KISU11,0.2464
KIVO11,0.12389999999999998
KNCR11,5.0718
KNHF11,1.3017
KNHY11,2.0502
HSAF11,0.1463
ZAVI11,0.0871
KNSC11,1.2018
RZTR11,1.2119
LGCP11,0.20579999999999998
LVBI11,1.2252
MALL11,0.9612
MANA11,0.2375
MCCI11,1.0566
MCHY11,0.7191
MFII11,0.3689
MXRF11,3.0232
OUJP11,0.1778
PATL11,0.21
PVBI11,1.7314
RBFF11,0.1583
RBRF11,0.706
RBRL11,0.3722
RBRP11,0.4719
RBRR11,0.9578
RBRX11,0.1854
RBRY11,0.8554
RBVA11,0.9115
RCRB11,0.3342
RECR11,1.5264
RECT11,0.2009
RVBI11,0.5211
AFHI11,0.3054
XPSF11,0.2235
KORE11,0.686
RZAK11,0.505
PORD11,0.2264
RZAT11,0.2544
KNUQ11,1.1066
SNEL11,0.11969999999999999
SNFF11,0.2788
SPXS11,0.1283
TEPP11,0.259
TGAR11,1.9098999999999997
TRBL11,0.5157
TRXF11,1.4632
TVRI11,1.12
URPR11,0.6561
VCJR11,0.9376000000000001
VGHF11,1.0046
VGIP11,0.7186
SNCI11,0.2746
VILG11,0.8923000000000001
VGIR11,1.0877
XPML11,4.2903
XPLG11,2.0846
XPIN11,0.3854
XPCI11,0.5236
WHGR11,0.20639999999999997
SARE11,0.2523
VRTA11,0.9501
VIUR11,0.1227
VISC11,2.1998
VINO11,0.3423
VSLH11,0.0692
Total,100.0
