IFIX - Carteira do Dia 07/02/2024
Código,Part. (%)
VINO11,0.5032
ARRI11,0.0925
XPSF11,0.2891
KNHY11,1.5496
OUJP11,0.2539
VIUR11,0.1701
PVBI11,1.5304
BRCR11,1.2581
MCCI11,1.2428
BARI11,0.3126
AFHI11,0.3411
SADI11,0.1096
VISC11,2.6003
KNCR11,4.6236
BROF11,0.5325
LGCP11,0.2503
RBFF11,0.1801
MCHF11,0.2373
XPLG11,2.5401
BRCO11,1.4375
VRTA11,1.0663
MFII11,0.3662
AIEC11,0.2074
PATL11,0.2676
XPCI11,0.6134
LVBI11,1.342
BCIA11,0.3131
BCFF11,1.4505
ALZR11,0.9189
MALL11,0.8539999999999999
KNRI11,3.0929
KNSC11,0.9547
WHGR11,0.1943
BCRI11,0.3664
XPPR11,0.1186
XPIN11,0.46620000000000006
XPML11,3.5407
VSLH11,0.095
KNIP11,6.0499
MXRF11,2.6496
BLMG11,0.1195
PLCR11,0.1451
HGLG11,4.3876
PORD11,0.2681
KISU11,0.2944
HSML11,1.4987
TRBL11,0.5038
RCRB11,0.47850000000000004
GGRC11,0.8119
TORD11,0.0566
HSLG11,0.9793
GTWR11,0.8212
RECR11,1.7843000000000002
TGAR11,1.8873000000000002
HABT11,0.5856
HSAF11,0.1755
TEPP11,0.3154
HCTR11,0.6295
GALG11,0.9020999999999999
HGRU11,1.9875
RZAK11,0.6177
HFOF11,1.4211
SNFF11,0.1914
HGRE11,1.2298
HGBS11,2.3176
RZAT11,0.2796
SNCI11,0.3331
HGCR11,1.2585
HGPO11,0.4021
RZTR11,1.1406
BTAL11,0.3443
SARE11,0.3335
HGFF11,0.20010000000000003
SPXS11,0.1508
TRXF11,1.3502
RECT11,0.2913
HTMX11,0.1872
BTCI11,0.7991
RBVA11,1.2777
KFOF11,0.3637
VGIR11,0.7945000000000001
RBRL11,0.46769999999999995
BTLG11,3.2575
VGIP11,0.8474
KCRE11,0.2825
BTRA11,0.1431
VILG11,1.0856
VGHF11,0.6967
CACR11,0.3104
JSRE11,1.2486
RBRR11,1.0709
RBRP11,0.5442
IRDM11,2.2292
RBRF11,0.8864000000000001
CPTS11,2.1296
JSAF11,0.2768
VCJR11,1.0885
RBRX11,0.1399
CVBI11,0.808
URPR11,0.8224
CYCR11,0.12489999999999998
RBRY11,0.7969999999999999
VCRI11,0.1195
TVRI11,1.2796
DEVA11,0.4457
Total,100.0
