IFIX - Carteira do Dia 04/03/2024
Código,Part. (%)
IRDM11,2.1656
HTMX11,0.1881
JSAF11,0.2781
MFII11,0.3643
HSLG11,0.962
JSRE11,1.2381
HSAF11,0.1733
HGRU11,1.9885
HSML11,1.4884
KCRE11,0.2849
LVBI11,1.3237
KISU11,0.2913
KNCR11,4.6313
KNHY11,1.5574
KNIP11,6.1392
KNRI11,3.1294000000000004
LGCP11,0.2509
MCCI11,1.2568
HGRE11,1.2022
MALL11,0.86
KFOF11,0.3597
HGPO11,0.41050000000000003
BROF11,0.5521
HGFF11,0.1975
BLMG11,0.1198
MXRF11,2.6023
BRCO11,1.43
BRCR11,1.2606
BTAL11,0.3369
BTCI11,0.808
BTLG11,3.3419999999999996
BTRA11,0.1504
CACR11,0.3096
CPTS11,2.1454
CVBI11,0.8283
CYCR11,0.12360000000000002
DEVA11,0.4555
GARE11,0.9004
GGRC11,0.8213
GTWR11,0.8099000000000001
HABT11,0.5858
HCTR11,0.5206
HFOF11,1.4115
HGBS11,2.323
HGCR11,1.2742
HGLG11,4.5187
OUJP11,0.2405
XPCI11,0.6025
PLCR11,0.1484
TRXF11,1.3746
TVRI11,1.2919
URPR11,0.8214000000000001
VCJR11,1.0953
VCRI11,0.11869999999999999
VGHF11,0.6947
VGIP11,0.8733999999999998
VGIR11,0.794
VILG11,1.0755
VINO11,0.48700000000000004
VISC11,2.6041
VIUR11,0.1621
VRTA11,1.0797
VSLH11,0.09
WHGR11,0.1924
XPIN11,0.4521
XPLG11,2.5779
XPML11,3.5547000000000004
XPPR11,0.1438
BCRI11,0.3663
XPSF11,0.2896
TRBL11,0.5053
PATL11,0.2731
TORD11,0.05330000000000001
TEPP11,0.309
PORD11,0.2701
PVBI11,1.5294
RBFF11,0.1816
RBRF11,0.8834
RBRL11,0.441
RBRP11,0.5794
RBRR11,1.0795
RBRX11,0.1451
RBRY11,0.7925
RBVA11,1.2886
RCRB11,0.4726
RECR11,1.8180999999999998
RECT11,0.2903
RZAK11,0.6159
RZAT11,0.2828
RZTR11,1.09
SADI11,0.1094
SARE11,0.3164
SNCI11,0.3277
SNFF11,0.1913
SPXS11,0.1529
TGAR11,1.9044
BCIA11,0.3194
KNSC11,0.9529
ALZR11,0.9083000000000001
BCFF11,1.4462
ARRI11,0.1284
AFHI11,0.3397
BARI11,0.3094
AIEC11,0.1908
Total,100.0
