IFIX - Carteira do Dia 03/05/2024
Código,Part. (%)
BCRI11,0.3348
BCIA11,0.2927
BCFF11,1.391
BARI11,0.2856
GTWR11,0.7705
ALZR11,0.8869
AIEC11,0.1936
BROF11,0.4817
BLMG11,0.1144
ARRI11,0.12339999999999998
BRCO11,1.5941
DEVA11,0.5315
BTAL11,0.3214
GGRC11,0.8761
BTCI11,0.7762
BTLG11,3.1648
BTRA11,0.1361
CACR11,0.3091
CNES11,0.0432
CPTS11,2.1009
CVBI11,0.8066
CYCR11,0.1193
HABT11,0.568
BRCR11,1.1551
HCTR11,0.5517
HTMX11,0.1971
KNRI11,3.7614999999999994
GARE11,0.8758
XPSF11,0.2705
LVBI11,1.4232
HFOF11,1.3487
HGBS11,2.1707
HGCR11,1.2275
HGFF11,0.1932
HGLG11,4.3046
HGPO11,0.40879999999999994
HGRE11,1.1256
HGRU11,1.8905
HSAF11,0.1631
HSLG11,0.8779
HSML11,1.438
IRDM11,2.1397
JSAF11,0.5787
JSRE11,1.1539
KCRE11,0.2711
KFOF11,0.3292
KISU11,0.2853
KNCR11,4.5525
KNHY11,2.1312
KNIP11,5.9285
KNSC11,0.9268000000000001
LGCP11,0.23350000000000004
VGIP11,0.8273
XPPR11,0.1153
MFII11,0.3551
MXRF11,2.5469
OUJP11,0.22859999999999997
PATL11,0.2319
PLCR11,0.1419
PORD11,0.262
PVBI11,1.4392
RBFF11,0.1761
RBRF11,0.8409999999999999
MALL11,0.8104999999999999
RBRR11,1.0853
SARE11,0.3323
RBRX11,0.1358
RBRY11,1.0741
RBVA11,1.2289
RCRB11,0.4418
RECR11,1.7967
RECT11,0.2487
RZAK11,0.5864
RZAT11,0.2858
RZTR11,1.0413
SADI11,0.106
AFHI11,0.328
RBRP11,0.5714
SNCI11,0.3099
RBRL11,0.4175
SPXS11,0.1494
SNFF11,0.192
MCCI11,1.1672
TEPP11,0.3089
TGAR11,1.8392
TORD11,0.0493
TRBL11,0.4889
TRXF11,1.5
URPR11,0.7693
VCJR11,1.0381
VCRI11,0.1163
VGHF11,0.6423
TVRI11,1.249
XPLG11,2.4006
XPML11,4.6236
VGIR11,0.7748
XPIN11,0.43290000000000006
XPCI11,0.5886
VSLH11,0.0809
WHGR11,0.1881
VIUR11,0.1488
VISC11,2.5202
VINO11,0.52
VILG11,1.0596
VRTA11,1.0506
Total,100.0
