IFIX - Carteira do Dia 29/04/2024
Código,Part. (%)
BRCO11,1.5928000000000002
BROF11,0.5087
AIEC11,0.1942
ALZR11,0.873
ARRI11,0.12280000000000002
BARI11,0.2895
BCFF11,1.3835
BCIA11,0.3002
BCRI11,0.3338
BLMG11,0.1141
BRCR11,1.1401
GTWR11,0.7707
GGRC11,0.8786999999999999
BTCI11,0.7799
BTLG11,3.1328999999999994
BTRA11,0.1415
CACR11,0.3108
CNES11,0.0334
CPTS11,2.0697
CVBI11,0.8089
CYCR11,0.1202
DEVA11,0.5081
GARE11,0.8699999999999999
BTAL11,0.3205
HABT11,0.5753
HGLG11,4.2708
KNSC11,0.9402
LGCP11,0.2323
XPSF11,0.2727
LVBI11,1.4204
HFOF11,1.3552
HGBS11,2.1734
HGCR11,1.2371
HGFF11,0.1923
HGPO11,0.4114
HGRE11,1.1309
HGRU11,1.8929999999999998
HSAF11,0.1631
HSLG11,0.885
HSML11,1.4274
HTMX11,0.2062
IRDM11,2.1294
JSAF11,0.5929
JSRE11,1.108
KCRE11,0.2723
KFOF11,0.346
KISU11,0.2854
KNHY11,2.1458
KNIP11,5.9606
KNRI11,3.7608999999999995
HCTR11,0.5484
MALL11,0.8021
KNCR11,4.5704
MCCI11,1.1776
MFII11,0.3545
MXRF11,2.5485
OUJP11,0.23240000000000002
AFHI11,0.3279
PATL11,0.2403
PLCR11,0.1442
PORD11,0.2646
PVBI11,1.4676
RBFF11,0.1808
RBRF11,0.8309000000000001
RBRL11,0.4293
RBRR11,1.0765
SARE11,0.3391
RBRX11,0.1357
RBRY11,1.0764
RBVA11,1.2426
RCRB11,0.44889999999999997
XPPR11,0.11819999999999999
RECR11,1.7955999999999999
RECT11,0.2508
RZAK11,0.5812
RZAT11,0.284
RZTR11,1.0346
RBRP11,0.5625
SNCI11,0.3086
SADI11,0.1065
SPXS11,0.1461
SNFF11,0.1913
TEPP11,0.3088
TGAR11,1.8435999999999997
TORD11,0.0491
TRBL11,0.5046
TRXF11,1.5038
TVRI11,1.2818
VCJR11,1.0263
VCRI11,0.1171
VGHF11,0.6569
VGIP11,0.8264
URPR11,0.7779
VILG11,1.0655
VINO11,0.48960000000000004
VISC11,2.4828
VIUR11,0.1487
XPML11,4.6047
VRTA11,1.0544
VSLH11,0.0805
WHGR11,0.1902
XPCI11,0.5975
XPIN11,0.4274
XPLG11,2.3872
VGIR11,0.7715
Total,100.0
