IFIX - Carteira do Dia 08/03/2024
Código,Part. (%)
RBRX11,0.1431
MCCI11,1.2376
HTMX11,0.1918
XPML11,3.5055000000000005
TORD11,0.0521
RBRL11,0.4342
ALZR11,0.9089
BTRA11,0.1553
WHGR11,0.1891
HGRU11,1.9713999999999998
BRCR11,1.2406
VCJR11,1.0762
BTAL11,0.3368
BTCI11,0.7896000000000001
CACR11,0.3054
KCRE11,0.2776
MFII11,0.3585
TVRI11,1.2869
URPR11,0.8066
KFOF11,0.3562
BARI11,0.3049
OUJP11,0.2319
HSLG11,0.9688
XPIN11,0.4426999999999999
RBRP11,0.5718
CPTS11,2.122
TRXF11,1.355
VILG11,1.0799
PLCR11,0.1459
XPSF11,0.2806
DEVA11,0.4463
RBRF11,0.8844999999999998
MXRF11,2.5709
CVBI11,0.8251
TRBL11,0.49750000000000005
HSAF11,0.1714
VINO11,0.4863
HSML11,1.4704
RBRR11,1.0811
PATL11,0.271
KISU11,0.2871
BROF11,0.5445
CYCR11,0.1225
PVBI11,1.5084
HGRE11,1.1839
PORD11,0.2664
GTWR11,0.804
KNIP11,6.035
RZAK11,0.6159
BCFF11,1.422
XPPR11,0.1404
SNFF11,0.1898
HGCR11,1.2623
BLMG11,0.1168
RZAT11,0.2782
BTLG11,3.3076000000000003
LGCP11,0.24420000000000003
HABT11,0.5756
TGAR11,1.8972
VGIP11,0.8559000000000001
RZTR11,1.0897
JSAF11,0.2823
KNSC11,0.9393
HGBS11,2.2878
KNRI11,3.1097
SNCI11,0.3282
BCRI11,0.3547
SADI11,0.10789999999999998
XPCI11,0.6099
VSLH11,0.0869
HCTR11,0.5264
HFOF11,1.3901
SARE11,0.3143
VRTA11,1.0557
HGFF11,0.197
XPLG11,2.5908
LVBI11,1.4933
IRDM11,2.167
RBRY11,1.1022
KNCR11,4.549
VCRI11,0.11740000000000002
AIEC11,0.1895
VISC11,2.5755
ARRI11,0.1258
RBVA11,1.2632
GARE11,0.8876000000000001
HGPO11,0.4248
TEPP11,0.3071
BCIA11,0.3053
MALL11,0.8465
RCRB11,0.4561
JSRE11,1.2227
GGRC11,0.8084000000000001
VIUR11,0.1433
RECT11,0.2862
RBFF11,0.1799
AFHI11,0.3343
KNHY11,2.1654
RECR11,1.7807
SPXS11,0.1489
BRCO11,1.4119
HGLG11,4.4717
VGHF11,0.6848
VGIR11,0.7916
Total,100.0
