IFIX - Carteira do Dia 19/02/2024
Código,Part. (%)
KNCR11,4.6865
RBRF11,0.8633
ARRI11,0.0951
HGCR11,1.2856
VSLH11,0.0912
PORD11,0.2721
VINO11,0.4951
SNCI11,0.3298
CYCR11,0.12389999999999998
KCRE11,0.2818
VISC11,2.6117
SARE11,0.327
KISU11,0.295
PVBI11,1.5444
BRCO11,1.4401
VIUR11,0.17
BARI11,0.3086
HGFF11,0.2019
BCFF11,1.4467
RZTR11,1.1411
VRTA11,1.0758
KFOF11,0.3628
BTCI11,0.787
RBFF11,0.1824
SADI11,0.10980000000000001
DEVA11,0.4616
HGRU11,1.9911
GGRC11,0.8106
BTAL11,0.3445
LGCP11,0.2508
GTWR11,0.8255
VCJR11,1.09
MXRF11,2.6534
BRCR11,1.2485
TORD11,0.0557
LVBI11,1.3378
TGAR11,1.9097
BLMG11,0.1193
MFII11,0.3648
TVRI11,1.2834
MALL11,0.8529
HCTR11,0.5826
TRBL11,0.5065
HABT11,0.5838
MCCI11,1.2484
URPR11,0.8261
VCRI11,0.1217
HFOF11,1.4232
BCRI11,0.3692
KNHY11,1.5477
PLCR11,0.146
VGIR11,0.7917000000000001
SNFF11,0.1905
KNIP11,6.12
HGLG11,4.4126
HGBS11,2.3061
BCIA11,0.316
VGIP11,0.8511
SPXS11,0.1517
PATL11,0.2757
KNRI11,3.1377
BROF11,0.5305
VGHF11,0.6964
TEPP11,0.3143
OUJP11,0.2424
KNSC11,0.9574000000000001
VILG11,1.0833
JSRE11,1.2377
TRXF11,1.3623
HGRE11,1.2317
JSAF11,0.2785
AIEC11,0.19970000000000002
HSAF11,0.1755
CACR11,0.3104
XPIN11,0.45690000000000003
RECT11,0.2912
RBRL11,0.4553
HTMX11,0.1884
HGPO11,0.4104
XPCI11,0.6166
ALZR11,0.9174
RCRB11,0.47850000000000004
XPSF11,0.2869
AFHI11,0.3395
CVBI11,0.8162
RZAK11,0.6189
RBRX11,0.138
RECR11,1.7741
RBVA11,1.2916
GARE11,0.9057
XPPR11,0.1335
XPLG11,2.5736
BTRA11,0.1533
HSLG11,0.9765000000000001
BTLG11,3.2726000000000006
RBRY11,0.7932
XPML11,3.5364
RZAT11,0.2792
CPTS11,2.1362
WHGR11,0.194
IRDM11,2.206
RBRR11,1.0716
HSML11,1.4813
RBRP11,0.5504
Total,100.0
