IFIX - Carteira do Dia 19/06/2024
Código,Part. (%)
BCFF11,1.1864
GGRC11,0.7885
BCRI11,0.3017
BCIA11,0.2837
BARI11,0.2582
GARE11,0.8225
ALZR11,1.0527
AJFI11,0.1908
AIEC11,0.1842
BRCR11,0.9997
BLMG11,0.11899999999999998
ARRI11,0.141
BPFF11,0.2262
BTLG11,3.0459
BROF11,0.4658
FATN11,0.1595
BTAL11,0.318
BTCI11,0.7125
BTRA11,0.1341
CACR11,0.3761
CLIN11,0.2982
CPFF11,0.1354
CPTS11,1.9014
CVBI11,0.7339
CYCR11,0.1149
BRCO11,1.3897
GTWR11,0.7214
DEVA11,0.4255999999999999
KNIP11,5.5786
XPSF11,0.2402
XPPR11,0.0951
HABT11,0.5145
HCTR11,0.46029999999999993
HFOF11,1.2013
HGBS11,1.9622999999999997
HGCR11,1.1587
HGFF11,0.1735
HGLG11,3.8897
HGPO11,0.3896
HGRE11,0.9740000000000001
HGRU11,1.6972
HSAF11,0.1545
HSLG11,0.8171000000000002
HSML11,1.3738
HTMX11,0.197
IRDM11,1.9088
JSAF11,0.5141
JSRE11,0.9906
KCRE11,0.2501
KFOF11,0.2922
KISU11,0.2663
KNCR11,5.0618
KNHF11,1.3535
KNHY11,2.1383
KNRI11,3.3382999999999994
KNSC11,0.8685
KORE11,0.7316
LGCP11,0.21519999999999997
MALL11,1.0407
MCCI11,1.0985
MCHY11,0.7592
MFII11,0.3286
MXRF11,3.0715
NCHB11,0.10199999999999998
OUJP11,0.2032
PATL11,0.2178
PLCR11,0.1302
PORD11,0.2417
RBRF11,0.7181
RBFF11,0.1683
RZAT11,0.255
RBRP11,0.49779999999999996
RBRR11,0.9839
RBRX11,0.1934
RBRY11,0.9982999999999999
RBVA11,0.9784000000000002
RCRB11,0.3907
RECR11,1.6625
RECT11,0.2121
RVBI11,0.5446
RZAK11,0.5255
AFHI11,0.367
RBRL11,0.3729
LVBI11,1.2942
PVBI11,1.6918
SNCI11,0.2852
RZTR11,1.2647
SNFF11,0.177
SPXS11,0.1426
TEPP11,0.2812
TGAR11,2.1626
TORD11,0.0374
TRBL11,0.5551
TRXF11,1.3522
TVRI11,1.1726
URPR11,0.7105
VCJR11,0.9729
VGHF11,1.0572
VGIR11,0.9549
VGIP11,0.7565
XPCI11,0.5408
VILG11,0.8919
VINO11,0.4246
VISC11,2.4066
VIUR11,0.11969999999999999
VRTA11,0.9795
VSLH11,0.069
WHGR11,0.1752
SARE11,0.2982
XPIN11,0.3808
XPLG11,2.2049
XPML11,4.284
Total,100.0
