IFIX - Carteira do Dia 02/02/2024
Código,Part. (%)
RECR11,1.7834000000000003
MORC11,0.1356
RBRR11,1.051
XPCI11,0.6072
IRDM11,2.2306
RECT11,0.2905
RBRX11,0.1426
MCHF11,0.23380000000000004
LVBI11,1.3146
HTMX11,0.1894
BCFF11,1.4498
RBRY11,0.795
XPSF11,0.2907
HSML11,1.4785
HGRU11,1.9767
RBVA11,1.2686
BTLG11,3.2573
HSLG11,0.964
MALL11,0.84
MCCI11,1.2524
RCRB11,0.4735
BCIA11,0.3207
HSAF11,0.1747
MFII11,0.3621
WHGR11,0.1942
KNRI11,3.0926
RBRP11,0.5439
AIEC11,0.21020000000000003
PATL11,0.2687
OUJP11,0.2542
KNSC11,0.9405
KNIP11,6.0214
XPML11,3.5126999999999997
PLCR11,0.1446
KNHY11,1.529
XPPR11,0.1188
PORD11,0.2654
MXRF11,2.6557
ALZR11,0.9008999999999999
KNCR11,4.6049
JSAF11,0.2747
PVBI11,1.5287
XPLG11,2.5247
KISU11,0.2928
RBFF11,0.1806
BCRI11,0.3679
KFOF11,0.3647
ARRI11,0.0921
RBRF11,0.8751
AFHI11,0.3401
KCRE11,0.2816
XPIN11,0.4574
RBRL11,0.4594
JSRE11,1.2315
MORE11,0.1401
LGCP11,0.2511
BARI11,0.3117
VGHF11,0.7
GTWR11,0.8206999999999999
VISC11,2.5776
HCTR11,0.6356
SPXS11,0.151
BRCR11,1.2614
HABT11,0.5729
TEPP11,0.3107
VINO11,0.48989999999999995
HGRE11,1.2316
TGAR11,1.8768
GGRC11,0.8156
BROF11,0.5325
TORD11,0.056499999999999995
GALG11,0.9035999999999998
VILG11,1.0939
SNFF11,0.191
TRBL11,0.5011
TRXF11,1.3475
BTAL11,0.3501
CYCR11,0.12489999999999998
TVRI11,1.299
VGIR11,0.79
CVBI11,0.8095999999999999
URPR11,0.8266000000000001
CPTS11,2.1235
BTCI11,0.7822000000000001
VCJR11,1.0875
CACR11,0.3108
VGIP11,0.8425
VCRI11,0.1186
BTRA11,0.1296
DEVA11,0.44460000000000005
HFOF11,1.4085
VSLH11,0.0942
HGFF11,0.20180000000000003
RZAT11,0.2751
HGCR11,1.283
HGLG11,4.3709
SADI11,0.1097
SARE11,0.3358
BLMG11,0.11889999999999999
HGPO11,0.4019
HGBS11,2.2893
VIUR11,0.1673
VRTA11,1.069
BLMR11,0.1379
RZAK11,0.6134
RZTR11,1.1411
SNCI11,0.3326
BRCO11,1.4256
Total,100.0
