IFIX - Carteira do Dia 13/12/2024
Código,Part. (%)
AFHI11,0.322
XPIN11,0.3817
XPCI11,0.4966
WHGR11,0.21260000000000004
VSLH11,0.0674
VRTA11,0.8972000000000001
VIUR11,0.1152
VISC11,2.0964
VINO11,0.3093
VILG11,0.8504000000000002
VGIR11,1.1054
VGIP11,0.6684
XPLG11,2.1575
VGHF11,0.9081
URPR11,0.479
TVRI11,1.0936
TRXF11,1.5529
TRBL11,0.3729
TGAR11,1.6298
TEPP11,0.2539
SPXS11,0.1306
SNFF11,0.2781
SNEL11,0.455
SNCI11,0.2729
KNUQ11,1.1684
VCJR11,0.839
XPML11,4.3346
SARE11,0.2725
RZTR11,1.2625
RECT11,0.1796
RECR11,1.4308
RCRB11,0.332
RBVA11,0.8246999999999999
RBRY11,0.8134
RBRX11,0.171
RBRR11,0.9737000000000001
RBRP11,0.4849
RBRL11,0.3437
RBRF11,0.6602
RZAK11,0.5092
RBFF11,0.1365
PORD11,0.22300000000000003
PATL11,0.1715
OUJP11,0.1861
MXRF11,3.1746
MFII11,0.356
MCRE11,0.6522
MCCI11,1.0535
MANA11,0.2303
MALL11,0.9697000000000001
LVBI11,1.2031
KORE11,0.5749
PVBI11,1.5688999999999997
RZAT11,0.24580000000000002
KNSC11,1.2132
KNRI11,2.9639
KNIP11,5.7171
FATN11,0.21220000000000003
KNHF11,1.2352
KNCR11,7.048
KIVO11,0.1026
KISU11,0.2454
KFOF11,0.399
KCRE11,0.22899999999999998
JSRE11,0.9433
JSAF11,0.4383000000000001
IRDM11,1.7689
INLG11,0.1876
HTMX11,0.4030000000000001
HSML11,1.218
HSLG11,0.7708
HSAF11,0.145
HGRU11,2.499
HGRE11,0.9171
HGPO11,0.1715
HGLG11,4.0821
HGFF11,0.1507
HGCR11,1.1267
HGBS11,1.8351
HFOF11,1.0003
HCTR11,0.3153
HABT11,0.44260000000000005
GTWR11,0.6842
KNHY11,2.1974
ZAVI11,0.0801
GZIT11,0.7249
XPSF11,0.203
DEVA11,0.2845
CYCR11,0.10560000000000001
CVBI11,0.65
CPTS11,1.6751000000000003
CPSH11,0.4678
CLIN11,0.2776
CACR11,0.2999
BTRA11,0.1112
BTLG11,3.1744000000000003
BTCI11,0.6557
BTAL11,0.3286
BROF11,0.404
BRCR11,0.8551
BRCO11,1.2389
BPML11,0.42699999999999994
BPFF11,0.1976
BLMG11,0.0868
BCRI11,0.2958
BCIA11,0.2336
BARI11,0.2333
ARRI11,0.11670000000000001
ALZR11,0.9443
AJFI11,0.183
AIEC11,0.1697
GARE11,1.1544
GGRC11,0.8082
RVBI11,0.49759999999999993
Total,100.0
