IFIX - Carteira do Dia 27/02/2024
Código,Part. (%)
VCRI11,0.11989999999999999
HABT11,0.5898
CPTS11,2.1445
XPPR11,0.1492
VILG11,1.088
URPR11,0.831
HSAF11,0.1725
XPIN11,0.4533
TORD11,0.0546
VRTA11,1.0773
MALL11,0.8558
HSML11,1.4784
RECT11,0.2907
RBVA11,1.2789
RBRR11,1.0731
HGRE11,1.1952
VIUR11,0.1671
LGCP11,0.251
VINO11,0.4843
MXRF11,2.6386
JSAF11,0.2873
RCRB11,0.4709
TRBL11,0.5062
LVBI11,1.3238
VCJR11,1.0906
TVRI11,1.3018
MCCI11,1.2484
XPLG11,2.6012
KISU11,0.2912
RBRX11,0.1397
HCTR11,0.5226
AIEC11,0.1917
ALZR11,0.9127
TRXF11,1.3687
CVBI11,0.8292
AFHI11,0.3381
BCFF11,1.4407
CACR11,0.311
KNHY11,1.5515
RBRY11,0.795
KFOF11,0.3585
XPCI11,0.6116
BLMG11,0.1195
BRCR11,1.2224
MFII11,0.3674
RECR11,1.781
HGCR11,1.2846
HGPO11,0.4137
BRCO11,1.4302
VISC11,2.6322
OUJP11,0.2423
BTAL11,0.3377
PLCR11,0.1489
RZAT11,0.2804
GGRC11,0.8120999999999999
SNFF11,0.1908
XPML11,3.5464
HGLG11,4.4502
RBRL11,0.4479
PORD11,0.2714
XPSF11,0.2888
JSRE11,1.2303
HFOF11,1.4127
HSLG11,0.9765000000000001
SNCI11,0.3271
KNIP11,6.11
VGIR11,0.7837000000000001
KCRE11,0.2855
RZTR11,1.1235
BTCI11,0.7941999999999999
RBRF11,0.8733999999999998
PVBI11,1.5571
HGRU11,1.9808
SARE11,0.3277
BTLG11,3.2578000000000005
WHGR11,0.1913
KNRI11,3.1775000000000007
RBFF11,0.1799
HTMX11,0.1818
SADI11,0.11
DEVA11,0.4504
VGIP11,0.852
VSLH11,0.0911
BCRI11,0.3754
RZAK11,0.6134
GTWR11,0.8158000000000001
ARRI11,0.1286
BCIA11,0.3137
HGBS11,2.3353
TEPP11,0.3157
VGHF11,0.6973
RBRP11,0.5533
BARI11,0.315
PATL11,0.2761
IRDM11,2.2001
GARE11,0.901
HGFF11,0.20140000000000002
KNCR11,4.7034
SPXS11,0.149
KNSC11,0.9566
BTRA11,0.1482
CYCR11,0.12409999999999999
TGAR11,1.8887
BROF11,0.5601
Total,100.0
