IFIX - Carteira do Dia 15/07/2024
Código,Part. (%)
XPSF11,0.2403
TVRI11,1.1644
HGRE11,0.9741
HGPO11,0.3897
CPTS11,1.8894000000000002
FATN11,0.1558
DEVA11,0.41050000000000003
CYCR11,0.1136
CVBI11,0.7264
TRBL11,0.542
GARE11,0.8203999999999999
TORD11,0.0367
RCRB11,0.3864
TEPP11,0.2767
SPXS11,0.1368
SNFF11,0.1793
SNCI11,0.2912
SARE11,0.2841
RZTR11,1.2764
RZAT11,0.2625
RZAK11,0.5241
RVBI11,0.5423
RECT11,0.214
RECR11,1.6235
CPFF11,0.1335
TGAR11,2.0831
CLIN11,0.3009
BARI11,0.2755
BTLG11,3.1836
HFOF11,1.1663
TRXF11,1.3515
HGBS11,1.9831
HCTR11,0.506
HABT11,0.5111
HGLG11,3.9287
HGFF11,0.1769
CACR11,0.3758
GTWR11,0.7136
BRCR11,0.9664
AFHI11,0.3644
AIEC11,0.1867
AJFI11,0.195
ALZR11,1.0462
ARRI11,0.1393
BCFF11,1.2498
BCIA11,0.2779
BCRI11,0.2988
BLMG11,0.1188
BPFF11,0.22769999999999999
BRCO11,1.4106
BROF11,0.42389999999999994
GGRC11,0.8056000000000001
BTAL11,0.3316
BTCI11,0.7101
BTRA11,0.1279
HGCR11,1.1486
URPR11,0.6858
VCJR11,0.9587999999999999
IRDM11,1.9085
HTMX11,0.1937
HSML11,1.382
HSLG11,0.7975
HSAF11,0.1542
KNSC11,0.872
LGCP11,0.21579999999999996
LVBI11,1.2802
PLCR11,0.1289
RBRP11,0.5022
RBRF11,0.7554
JSAF11,0.5075
RBFF11,0.1667
PORD11,0.2433
PATL11,0.2183
MALL11,1.0286
OUJP11,0.1899
NCHB11,0.10219999999999999
MXRF11,3.0486
MFII11,0.3202
MCHY11,0.7707
MCCI11,1.11
KORE11,0.7157
HGRU11,1.7056000000000002
PVBI11,1.7725000000000002
JSRE11,0.9658999999999999
RBRL11,0.3706
KFOF11,0.2955
KCRE11,0.2494
XPML11,4.4141
XPLG11,2.1974
XPIN11,0.3973
XPCI11,0.5447
WHGR11,0.1743
VSLH11,0.0735
VRTA11,0.9856
VIUR11,0.1314
VISC11,2.3617
VINO11,0.3677
VILG11,0.984
VGIR11,0.9594999999999999
XPPR11,0.0985
KISU11,0.264
VGHF11,1.043
RBVA11,0.939
RBRY11,0.9773999999999999
RBRX11,0.1923
RBRR11,0.9950000000000001
KNRI11,3.4157
KNIP11,5.4328
KNHY11,2.1311
KNHF11,1.3663
KNCR11,4.9975
VGIP11,0.7601
Total,100.0
