IFIX - Carteira do Dia 18/03/2024
Código,Part. (%)
SPXS11,0.1496
BLMG11,0.1148
VSLH11,0.0851
TORD11,0.05020000000000001
TRBL11,0.5003
BTRA11,0.1564
XPCI11,0.612
BTAL11,0.3374
BCIA11,0.3067
HABT11,0.5815
CACR11,0.3055
DEVA11,0.44860000000000005
BCRI11,0.3531
VCRI11,0.11849999999999998
VGHF11,0.6839
VCJR11,1.0836
BTCI11,0.7811
XPSF11,0.2799
CVBI11,0.8141
BRCR11,1.2135
GGRC11,0.812
TVRI11,1.3354
VISC11,2.6019
VGIR11,0.7867
VIUR11,0.1482
BTLG11,3.2806
VILG11,1.0712
TGAR11,1.8828999999999998
AIEC11,0.1887
VGIP11,0.8439
URPR11,0.808
BROF11,0.5306
TRXF11,1.5359
CYCR11,0.12280000000000002
GARE11,0.8923000000000001
BRCO11,1.4105
WHGR11,0.1924
VRTA11,1.0677
GTWR11,0.8055
CPTS11,2.089
TEPP11,0.3135
VINO11,0.48019999999999996
HGCR11,1.2757
XPLG11,2.4867
KNCR11,4.6058
HGRE11,1.1953
MFII11,0.3623
RZAT11,0.2847
RECR11,1.7878
HGLG11,4.4019
BARI11,0.3062
RBVA11,1.2476
KCRE11,0.2762
ALZR11,0.9087
IRDM11,2.1376
MXRF11,2.5832
KISU11,0.2891
RBRF11,0.8841999999999999
HGFF11,0.1993
RZAK11,0.6133
XPML11,3.5146
PLCR11,0.1463
OUJP11,0.23540000000000003
HGPO11,0.4189
KFOF11,0.3554
BCFF11,1.4363
XPPR11,0.1443
RCRB11,0.46740000000000004
RECT11,0.2811
JSAF11,0.2775
RBFF11,0.1803
RBRL11,0.4234
HTMX11,0.2042
AFHI11,0.3355
SARE11,0.3022
HSAF11,0.1741
KNSC11,0.9578
RBRR11,1.0664
JSRE11,1.2025
LGCP11,0.24709999999999996
HCTR11,0.5208
SNCI11,0.3241
KNRI11,3.1227
RBRX11,0.1434
HGRU11,1.9686
PORD11,0.2631
HSLG11,0.9616
HFOF11,1.3939
RZTR11,1.0513
PATL11,0.2641
LVBI11,1.498
KNIP11,6.078
XPIN11,0.44149999999999995
SNFF11,0.1886
RBRP11,0.5527
HGBS11,2.2412
SADI11,0.10779999999999999
RBRY11,1.1017
MALL11,0.8447
KNHY11,2.1759
PVBI11,1.5072
HSML11,1.4833
MCCI11,1.2479
ARRI11,0.126
Total,100.0
