IFIX - Carteira do Dia 05/06/2024
Código,Part. (%)
BCFF11,1.2563
GGRC11,0.8011
BCRI11,0.301
BCIA11,0.282
BARI11,0.2642
GARE11,0.8118000000000001
ALZR11,1.0419
AJFI11,0.20579999999999998
AIEC11,0.1853
BRCR11,1.046
BLMG11,0.11740000000000002
ARRI11,0.1132
BPFF11,0.2258
BTLG11,3.1202
BROF11,0.4633
FATN11,0.1646
BTAL11,0.3187
BTCI11,0.7159
BTRA11,0.1232
CACR11,0.3685
CLIN11,0.3015
CPFF11,0.1398
CPTS11,1.8998000000000002
CVBI11,0.7464
CYCR11,0.1136
BRCO11,1.4085
GTWR11,0.7092
XPSF11,0.2461
KNIP11,5.4738
DEVA11,0.4699999999999999
XPPR11,0.0988
HABT11,0.5271
HCTR11,0.47619999999999996
HFOF11,1.2188
HGBS11,1.9568999999999999
HGCR11,1.1399
HGFF11,0.1746
HGLG11,3.9009
HGPO11,0.3899
HGRE11,0.9863000000000001
HGRU11,1.6912
HSAF11,0.1529
HSLG11,0.8123999999999999
HSML11,1.3957
HTMX11,0.1898
IRDM11,1.9633999999999998
JSAF11,0.5275
JSRE11,1.0097
KCRE11,0.2497
KFOF11,0.296
KISU11,0.2658
KNCR11,4.9629
KNHF11,1.3425
KNHY11,2.1102
KNRI11,3.3845
KNSC11,0.8553
KORE11,0.7329
LGCP11,0.2147
MALL11,1.0213
MCCI11,1.11
MCHY11,0.7772
MFII11,0.3255
MXRF11,2.4455
NCHB11,0.10189999999999999
OUJP11,0.20779999999999998
PATL11,0.21479999999999996
PLCR11,0.1301
PORD11,0.2439
PVBI11,1.7605
RBFF11,0.1689
RBRF11,0.761
RBRL11,0.3864
RBRP11,0.512
RBRR11,0.9820000000000001
RBRX11,0.1968
RBRY11,1.0062
RBVA11,0.9729
RCRB11,0.40679999999999994
RECR11,1.6827999999999999
RECT11,0.2225
RVBI11,0.5582
RZAK11,0.5341
RZAT11,0.2606
LVBI11,1.3286
AFHI11,0.3658
SNCI11,0.2811
VGIP11,0.7682
SNFF11,0.1746
SPXS11,0.1407
TEPP11,0.2868
TGAR11,2.1448
TORD11,0.0378
TRBL11,0.5611
RZTR11,1.2951
TVRI11,1.1612
URPR11,0.7106
VCJR11,0.9676
VGHF11,1.0341
TRXF11,1.3695
SARE11,0.3017
VGIR11,0.9462
XPLG11,2.1996
XPIN11,0.3939
XPCI11,0.5435
WHGR11,0.1756
XPML11,4.404
VRTA11,0.9584
VIUR11,0.1235
VISC11,2.4132
VINO11,0.44889999999999997
VILG11,0.9381
VSLH11,0.0743
Total,100.0
