IFIX - Carteira do Dia 09/04/2024
Código,Part. (%)
HCTR11,0.5481
BCRI11,0.3398
HABT11,0.5775
BROF11,0.5368
AIEC11,0.1916
ALZR11,0.8789999999999999
ARRI11,0.1218
BARI11,0.2939
BCFF11,1.3932
BCIA11,0.3024
BLMG11,0.11349999999999999
BTCI11,0.7739
BRCR11,1.1305
BTAL11,0.3176
GTWR11,0.7643
HFOF11,1.355
BTLG11,3.2558
BTRA11,0.147
CACR11,0.3008
CPTS11,2.0893
CVBI11,0.7971
CYCR11,0.12
DEVA11,0.47279999999999994
BRCO11,1.5958
LGCP11,0.23240000000000002
LVBI11,1.448
KNRI11,3.7012000000000005
GARE11,0.8646
XPSF11,0.2729
XPPR11,0.1257
HGBS11,2.2116
HGCR11,1.2297
HGFF11,0.1941
HGLG11,4.2889
HGPO11,0.4144
HGRE11,1.164
HGRU11,1.8713999999999997
HSAF11,0.169
HSLG11,0.9233
HSML11,1.4441
HTMX11,0.2023
IRDM11,2.1677
JSAF11,0.58
JSRE11,1.157
KCRE11,0.2696
KFOF11,0.3443
KISU11,0.2808
KNCR11,4.464
KNHY11,2.1229
KNIP11,5.8772
KNSC11,0.9199
GGRC11,0.7802
VILG11,1.0838
MALL11,0.8092999999999999
RBRR11,1.0736
MXRF11,2.5312
OUJP11,0.2288
PATL11,0.2568
PLCR11,0.1421
PORD11,0.2617
PVBI11,1.45
RBFF11,0.1769
RBRF11,0.8496999999999999
RBRP11,0.5482
MFII11,0.3502
RBRX11,0.1386
RBRY11,1.0716
RBVA11,1.2221
RCRB11,0.447
RECR11,1.7794
RECT11,0.2655
RZAK11,0.594
RZAT11,0.2832
RZTR11,1.0652
SADI11,0.1043
SARE11,0.3244
SNCI11,0.3116
SNFF11,0.1938
RBRL11,0.4237
XPML11,4.5605
TEPP11,0.3094
VGIR11,0.7777
TGAR11,1.8372
TORD11,0.0485
TRBL11,0.48330000000000006
TRXF11,1.4953
TVRI11,1.2629
URPR11,0.7765
VCJR11,1.0557
VCRI11,0.1158
VGHF11,0.6555
VGIP11,0.8389000000000001
MCCI11,1.2031
SPXS11,0.1431
VINO11,0.5107
VISC11,2.5314
VIUR11,0.151
VRTA11,1.0579
VSLH11,0.0804
WHGR11,0.1854
XPCI11,0.5882
XPIN11,0.4384
XPLG11,2.4435
AFHI11,0.3246
Total,100.0
