IFIX - Carteira do Dia 05/09/2024
Código,Part. (%)
BLMG11,0.1235
RBRR11,0.9544
HGLG11,3.739
HGRE11,0.9146999999999998
MCHY11,0.7174
LVBI11,1.2183
MALL11,0.9611
MANA11,0.23739999999999997
MCCI11,1.0539
MFII11,0.37
LGCP11,0.20579999999999998
BTCI11,0.6905
BPFF11,0.2124
BRCR11,0.9236
BRCO11,1.2434
BPML11,0.4517999999999999
BCRI11,0.3
HGFF11,0.1637
BCIA11,0.261
BCFF11,1.1784
BARI11,0.2513
ARRI11,0.11670000000000001
ALZR11,0.9097
MXRF11,3.0162
BTAL11,0.3202
OUJP11,0.1788
HSML11,1.3634
PORD11,0.22629999999999997
KNSC11,1.2014
KCRE11,0.2436
KNIP11,5.2788
KNHY11,2.04
KNHF11,1.3075
KNCR11,5.0399
KIVO11,0.1217
KISU11,0.2454
KFOF11,0.41270000000000007
JSRE11,0.9107999999999999
HGPO11,0.3628
JSAF11,0.516
PATL11,0.2093
IRDM11,1.814
AJFI11,0.1784
HSLG11,0.7449
HSAF11,0.1453
HGRU11,2.4485
KNRI11,2.9655
ZAVI11,0.088
KNUQ11,1.1154
KORE11,0.6877
RBRL11,0.3707
RBRF11,0.7039
RBFF11,0.1553
PVBI11,1.7235
HTMX11,0.19970000000000002
AIEC11,0.1805
BROF11,0.3806
BTLG11,3.0425
VSLH11,0.0746
RZTR11,1.2109
TEPP11,0.2584
VCJR11,0.9301
VRTA11,0.9471
VINO11,0.3393
SPXS11,0.1305
SNCI11,0.2793
VIUR11,0.11969999999999999
SNEL11,0.11939999999999999
RECT11,0.20479999999999998
RBVA11,0.9091999999999999
VILG11,0.8923000000000001
RCRB11,0.3357
URPR11,0.659
XPSF11,0.2234
RBRY11,0.851
VGHF11,1.002
TVRI11,1.1236
XPML11,4.2767
SNFF11,0.2826
XPLG11,2.0873
VGIP11,0.7143
RECR11,1.5465
TRXF11,1.4566
BTRA11,0.105
RBRX11,0.1843
RZAT11,0.2544
RVBI11,0.5209
TGAR11,1.9135
WHGR11,0.2055
CLIN11,0.2877
HGCR11,1.0955
HGBS11,1.8458
HFOF11,1.0967
HCTR11,0.4586
HABT11,0.49069999999999997
GZIT11,0.8706999999999999
GTWR11,0.6728
GGRC11,0.7888
GARE11,0.7908000000000001
FATN11,0.2182
DEVA11,0.3776
CACR11,0.3502
CVBI11,0.7143
CYCR11,0.1107
XPCI11,0.5227
VISC11,2.2122
VGIR11,1.0884
TRBL11,0.5156
XPIN11,0.3906
RZAK11,0.5036
AFHI11,0.3058
RBRP11,0.4786
CPSH11,0.4621
CPTS11,1.8084
SARE11,0.24749999999999997
Total,100.0
