IFIX - Carteira do Dia 22/11/2024
Código,Part. (%)
BLMG11,0.10389999999999999
GARE11,1.1953
BPML11,0.4372
BPFF11,0.201
BCRI11,0.2951
AIEC11,0.1531
BARI11,0.2502
ARRI11,0.1193
ALZR11,0.9164
AJFI11,0.1717
BRCO11,1.2617
BCIA11,0.2385
BRCR11,0.8597
CACR11,0.3398
BTAL11,0.3157
BTCI11,0.6735
BTLG11,3.115
BTRA11,0.1033
CLIN11,0.2878
CPSH11,0.4418
CPTS11,1.6688
CVBI11,0.7048
CYCR11,0.1075
DEVA11,0.3229
FATN11,0.2222
BROF11,0.40420000000000006
GGRC11,0.7925999999999999
KNIP11,5.4189
KNHY11,2.1461
GTWR11,0.6505
HABT11,0.45339999999999997
HCTR11,0.447
HFOF11,1.0324
HGBS11,1.8517
HGCR11,1.104
HGFF11,0.1584
HGLG11,3.8922
HGPO11,0.1627
HGRE11,0.9057
HGRU11,2.4555
HSAF11,0.1457
HSLG11,0.7659
HSML11,1.3243
ZAVI11,0.0922
INLG11,0.1941
IRDM11,1.8156
JSAF11,0.4764
JSRE11,0.9408999999999998
KCRE11,0.2353
KFOF11,0.4010000000000001
KISU11,0.23499999999999996
KIVO11,0.12160000000000001
KNCR11,6.8452
KNHF11,1.2708
GZIT11,0.745
KNRI11,2.8521
HTMX11,0.3731
KNUQ11,1.1793
KORE11,0.5889
LVBI11,1.2147
MALL11,0.9389
MANA11,0.2369
MCCI11,1.0572
MCRE11,0.6752
MFII11,0.3699
MXRF11,3.0051
OUJP11,0.1898
PATL11,0.1749
PORD11,0.2228
RBFF11,0.1439
PVBI11,1.5725
RZAK11,0.5164
RBRL11,0.3646
RBRP11,0.48219999999999996
RBRR11,0.9447000000000001
RBRX11,0.1787
RBRY11,0.8672
RBVA11,0.8864000000000001
RCRB11,0.3439
RECR11,1.498
RECT11,0.1815
RVBI11,0.49779999999999996
AFHI11,0.3202
KNSC11,1.1829
RBRF11,0.6959
RZAT11,0.23680000000000004
XPSF11,0.2154
RZTR11,1.2461
SNCI11,0.2715
SNEL11,0.4308
SNFF11,0.2711
SPXS11,0.1295
TEPP11,0.2659
TGAR11,1.7341
TRBL11,0.4467
TVRI11,1.0702
URPR11,0.5408
VCJR11,0.9126000000000001
VGHF11,0.9695
VGIP11,0.6843
TRXF11,1.5189
VILG11,0.8690999999999999
SARE11,0.2517
VGIR11,1.0936
XPML11,4.2827
XPLG11,2.1066
XPIN11,0.3763
WHGR11,0.20639999999999997
XPCI11,0.5127
VRTA11,0.9375
VIUR11,0.11670000000000001
VISC11,2.1709
VINO11,0.3118
VSLH11,0.0732
Total,100.0
