IFIX - Carteira do Dia 17/05/2024
Código,Part. (%)
BCRI11,0.3134
BCIA11,0.2795
BCFF11,1.2768
BARI11,0.2684
AJFI11,0.2081
ALZR11,1.0675
AIEC11,0.1817
BRCR11,1.0559
GARE11,0.8255
ARRI11,0.1136
BLMG11,0.11869999999999999
CVBI11,0.7458
BRCO11,1.4616
BROF11,0.4717
FATN11,0.1629
BTAL11,0.3036
BTCI11,0.7134
BTLG11,3.1513
BTRA11,0.1347
CACR11,0.2829
CLIN11,0.3021
CPFF11,0.1408
CPTS11,1.9296999999999997
GGRC11,0.814
BPFF11,0.22629999999999997
GTWR11,0.7126
HSLG11,0.8276
KNIP11,5.5335
CYCR11,0.1141
XPSF11,0.2542
XPPR11,0.10339999999999999
HABT11,0.5319
HCTR11,0.5112
HFOF11,1.2478
HGBS11,2.0075
HGCR11,1.1511
HGFF11,0.1817
HGLG11,3.9357
HGPO11,0.3874
HGRE11,1.0398
HGRU11,1.7276
HSAF11,0.1547
HSML11,1.4204
HTMX11,0.1908
IRDM11,1.9781
JSAF11,0.5542
JSRE11,1.024
KCRE11,0.2527
KFOF11,0.3047
KISU11,0.2677
KNCR11,4.2381
KNHF11,1.395
KNHY11,2.14
KNRI11,3.4348000000000005
DEVA11,0.48219999999999996
KNSC11,0.8755
AFHI11,0.2789
RBFF11,0.172
MALL11,1.0517
MCCI11,1.0844
MCHY11,0.7592
MFII11,0.3301
MXRF11,2.4852
NCHB11,0.10610000000000001
OUJP11,0.2153
PATL11,0.2218
PLCR11,0.1325
PORD11,0.24749999999999997
RBRF11,0.7669
RZAT11,0.2656
RBRL11,0.3829
RBRP11,0.5378
RBRR11,0.9853999999999999
RBRX11,0.2026
RBRY11,0.9963999999999998
RBVA11,0.9793
RCRB11,0.4141000000000001
RECR11,1.6833
RECT11,0.2297
RVBI11,0.5746
RZAK11,0.5392
KORE11,0.7467
LVBI11,1.338
RZTR11,1.2997
PVBI11,1.7774
XPML11,4.5372
SNCI11,0.2876
VGIP11,0.7497
SNFF11,0.179
SPXS11,0.1401
TEPP11,0.2898
TGAR11,1.701
TORD11,0.0452
TRBL11,0.5595
TRXF11,1.3872
TVRI11,1.1423
URPR11,0.7142
VCJR11,0.9803
VGHF11,1.0461
LGCP11,0.21250000000000002
WHGR11,0.1764
SARE11,0.3181
VILG11,0.9587
VINO11,0.4607
VISC11,2.5042
VIUR11,0.1294
VRTA11,0.9724
VSLH11,0.0745
VGIR11,0.9322
XPCI11,0.5513
XPIN11,0.4039
XPLG11,2.2125
Total,100.0
