IFIX - Carteira do Dia 30/08/2024
Código,Part. (%)
LVBI11,1.2769
KNHY11,2.1235
LGCP11,0.2131
XPSF11,0.2316
KNSC11,1.2305
GTWR11,0.6991
KNRI11,3.2615
HFOF11,1.1346
JSRE11,0.9492999999999999
KORE11,0.7192
GGRC11,0.7755
KNCR11,5.0276
HCTR11,0.4648999999999999
MCCI11,1.0829
GARE11,0.8162
MCHY11,0.7419
KNHF11,1.3669
MFII11,0.3244
FATN11,0.1536
MXRF11,2.9807
NCHB11,0.10070000000000001
DEVA11,0.3798
OUJP11,0.1848
PORD11,0.2328
MALL11,1.0157
PVBI11,1.7132999999999998
HGRE11,0.9513
RZAK11,0.515
PATL11,0.21689999999999998
AFHI11,0.3606
CVBI11,0.7337
KISU11,0.2562
RBFF11,0.1621
CPTS11,1.8467999999999998
RBRF11,0.7289
RBRL11,0.379
CPFF11,0.1291
RBRP11,0.5011
KFOF11,0.2816
RBRR11,0.9701
CLIN11,0.2926
RBRX11,0.1896
RBRY11,0.9626000000000001
CACR11,0.3824
RBVA11,0.9412999999999999
HGBS11,1.9174
RCRB11,0.346
BTRA11,0.1092
RECR11,1.5877999999999999
KCRE11,0.2534
RECT11,0.21120000000000003
BTLG11,3.1451
RVBI11,0.5395
BTCI11,0.7011
CYCR11,0.1148
PLCR11,0.128
TEPP11,0.2678
VGIP11,0.7342
BRCO11,1.411
IRDM11,1.8508
SARE11,0.2631
SNCI11,0.2884
BROF11,0.3906
SNFF11,0.1823
JSAF11,0.5264
SPXS11,0.1331
BRCR11,0.9523
TGAR11,2.0658
VGHF11,1.0413
TORD11,0.0301
HABT11,0.5135
TRBL11,0.5349
TVRI11,1.1606
BCRI11,0.3096
VCJR11,0.9617
HTMX11,0.202
URPR11,0.6876
BPFF11,0.22060000000000002
BLMG11,0.125
HGFF11,0.1719
TRXF11,1.33
KNIP11,5.4922
BCIA11,0.2709
HGRU11,2.5391
HGCR11,1.1283
AIEC11,0.1895
RZAT11,0.2586
RZTR11,1.2602
BTAL11,0.3293
VGIR11,1.3031
HSML11,1.3892
VILG11,0.9278
BCFF11,1.2094
VINO11,0.3538
XPPR11,0.0951
VISC11,2.2936
BARI11,0.2626
VIUR11,0.12290000000000001
HSLG11,0.7893000000000001
HGLG11,3.8664000000000005
ARRI11,0.1381
VRTA11,0.9955999999999999
HGPO11,0.3766
XPLG11,2.1693
AJFI11,0.1874
XPIN11,0.3929
XPML11,4.2829
XPCI11,0.5407
ALZR11,1.0237
WHGR11,0.1734
VSLH11,0.0748
HSAF11,0.1529
Total,100.0
