IFIX - Carteira do Dia 27/05/2024
Código,Part. (%)
BPFF11,0.2306
BLMG11,0.1168
BCRI11,0.3087
BCIA11,0.278
BCFF11,1.2418
ALZR11,1.04
ARRI11,0.1132
AJFI11,0.2046
AIEC11,0.1858
BRCR11,1.0382
BARI11,0.2662
BRCO11,1.4433
CYCR11,0.1122
FATN11,0.1642
BTAL11,0.3131
BTCI11,0.7032
BTLG11,3.1073
BTRA11,0.1312
CACR11,0.3718
CLIN11,0.2987
CPFF11,0.1431
CPTS11,1.9272
CVBI11,0.7442
GARE11,0.8123999999999999
BROF11,0.4716000000000001
GGRC11,0.8072000000000001
XPSF11,0.2524
KNRI11,3.3896
DEVA11,0.4670000000000001
XPPR11,0.1005
HABT11,0.5301
HCTR11,0.49750000000000005
HFOF11,1.2269
HGBS11,1.9825
HGCR11,1.1422
HGFF11,0.177
HGLG11,3.8861
HGPO11,0.3841
HGRE11,0.9962000000000001
HGRU11,1.6957
HSAF11,0.1545
HSLG11,0.8151999999999999
HSML11,1.405
IRDM11,1.9683
JSAF11,0.5512
JSRE11,1.0292
KCRE11,0.2512
KFOF11,0.3058
KISU11,0.2661
KNCR11,4.9759
KNHF11,1.3831
KNHY11,2.1162
KNIP11,5.4834
GTWR11,0.7165
KNSC11,0.8729
HTMX11,0.1959
LGCP11,0.21379999999999996
MALL11,1.0305
MCCI11,1.1043
MCHY11,0.7608
MFII11,0.3262
MXRF11,2.4574
NCHB11,0.1038
OUJP11,0.2106
PATL11,0.2174
PLCR11,0.1322
PORD11,0.24520000000000003
AFHI11,0.3618
PVBI11,1.7718
RBRF11,0.779
RZAT11,0.262
RBRL11,0.377
RBRP11,0.5023
RBRR11,0.9860000000000001
RBRX11,0.1996
RBRY11,0.9805000000000001
RBVA11,0.9781
RCRB11,0.40870000000000006
RECR11,1.6656999999999997
RECT11,0.22589999999999996
RVBI11,0.5608
RZAK11,0.5336
RBFF11,0.1712
LVBI11,1.3406
KORE11,0.7321
SNCI11,0.2836
RZTR11,1.2853
VGIP11,0.7516
SNFF11,0.1759
SPXS11,0.1399
TEPP11,0.2877
TGAR11,1.6910999999999998
TORD11,0.0444
TRXF11,1.3716
TVRI11,1.1628
URPR11,0.7263
VCJR11,0.9708
VGHF11,1.048
TRBL11,0.5666
SARE11,0.3123
VGIR11,0.9273
XPLG11,2.1872
XPIN11,0.3941
XPCI11,0.5558
VSLH11,0.0739
WHGR11,0.1751
XPML11,4.4429
VIUR11,0.1245
VISC11,2.494
VINO11,0.4628
VILG11,0.9476
VRTA11,0.9649999999999999
Total,100.0
